SEQ_NO,MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,RELATE_PLACE_DC,OPER_TIME,REST_TIME,RSTDE_GUID_CN,ADDR,LC_LA,LC_LO,TEL_NO,LAST_UPDT_DE
3068,movie,덕혜옹주,합천 영상 테마파크,playground,덕혜옹주에서 일본 거리를 촬영한 세트장,화-일 09시 - 17시,정보없음,월요일,경상남도 합천군 용주면 합천호수로 757,35.5489346,128.072475,0559319303,20221118
3069,movie,덕혜옹주,덕수궁,playground,덕혜옹주에서 노년의 손예진이 돌아온 궁,화-일 09시 - 21시,정보없음,월요일,서울특별시 중구 세종대로 99,37.565924,126.97501,027719951,20221118
3070,movie,덕혜옹주,우전해수욕장,playground,덕혜옹주에서 손예진이 잡히는 해변,매일 00시 - 24시,정보없음,연중무휴,전라남도 신안군 증도면 우전리,34.964422,126.133908,0612408524,20221118
3071,movie,덕혜옹주,청주성서신학원,playground,덕혜옹주에서 독립운동가들의 비밀 거처,평일 09시 - 17시,정보없음,주말,충청북도 청주시 상당구 탑동로24번길 9,36.628485,127.497831,0432536414,20221118
3459,movie,럭키,남양주 종합촬영소,playground,영화에서 민속마을 세트장으로 나왔던 곳,"하절기 평일 10시 - 17시, 동절기 평일 10시 - 16시",정보없음,주말,경기도 남양주시 조안면 북한강로855번길 138,37.60466,127.320173,0315790642,20221118
3460,movie,럭키,원미공원,playground,영화 럭키에서 이준이 등장한 곳,매일 00시 - 24시,정보없음,연중무휴,경기도 부천시 소사로 456,37.498062,126.797802,0323202638,20221118
3461,movie,럭키,원미상가아파트,playground,극 중 이준의 집으로 나오는 곳,매일 00시 - 24시,정보없음,연중무휴,경기도 부천시 조마루로398번길 56,37.495279,126.787147,0326255215,20221118
3462,movie,럭키,두물머리,playground,영화 럭키의 배경으로 나온 자연 관광지,매일 00시 - 24시,정보없음,연중무휴,경기도 양평군 양서면 두물머리길,37.532916,127.315783,0317701001,20221118
3463,movie,럭키,전곡항,playground,영화의 마지막 장면에서 유해진이 등장한 곳,매일 00시 - 24시,정보없음,연중무휴,경기도 화성시 서신면 전곡리,37.185027,126.650847,03151892773,20221118
3464,movie,럭키,송림원,restaurant,영화에서 골목길에 등장하는 중국집,매일 12시 - 21시,15시 30분 - 17시,연중무휴,서울특별시 성북구 동소문로 25-2,37.5898797,127.0087929,027647970,20221118
3465,movie,럭키,안즈나선아당신생각,restaurant,영화 럭키에서 유해진이 김밥을 썬 곳,매일 11시 - 23시,정보없음,연중무휴,서울특별시 성북구 동소문로 25-3,37.58983,127.008618,0264653945,20221118
3466,movie,럭키,용마랜드,playground,영화에서 유해진이 조윤희에게 고백하는 곳,매일 10시 - 18시,정보없음,연중무휴,서울특별시 중랑구 망우로70길 118,37.594468,127.105556,024365800,20221118
3467,movie,럭키,인천아트플랫폼,playground,영화에서 이준과 임지연이 만난 곳,화-일 09시 - 18시,정보없음,월요일,인천광역시 중구 제물량로218번길 3,37.472906,126.62001,0327601000,20221118
3761,movie,리얼,뮤지엄 산,playground,리얼에서 김수현의 호화주택으로 나오는 곳,화-일 10시 - 18시,정보없음,월요일,강원도 원주시 지정면 오크밸리2길 260,37.418903,127.82302,050714309001,20221118
3762,movie,리얼,용운국제수영장,playground,리얼에서 수영 장면을 촬영한 수영장,"매일 06시 - 21시, 공휴일 06시 - 17시",정보없음,"2, 4번째 일요일",대전광역시 동구 동부로 138 용운국제수영장,36.3246986,127.4639625,0422801000,20221118
3763,movie,리얼,부산 차이나타운,playground,리얼에서 성동일의 주 활동무대로 나오는 곳,매일 00시 - 24시,정보없음,연중무휴,부산광역시 동구 중앙대로179번길 1,35.113839,129.037845,0514404061,20221118
3764,movie,리얼,노티스,cafe,리얼에서 소방대원 장면을 찍은 카페,매일 11시 - 23시,정보없음,연중무휴,부산광역시 중구 대교로 135 노티스,35.1022105,129.0352158,07041148232,20221118
3765,movie,리얼,코모도호텔 부산,playground,리얼의 주요 배경으로 나온 부산 호텔,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,부산광역시 중구 중구로 151,35.109159,129.035447,0514669101,20221118
3766,movie,리얼,헤아 한남본점,playground,리얼에서 김수현의 타투장면을 촬영한 바버샵,매일 11시 - 20시,정보없음,연중무휴,서울특별시 용산구 한남대로20길 57,37.5350261,127.0079089,025119464,20221118
3767,movie,리얼,쉐라톤 그랜드 인천 호텔 비플렛,restaurant,리얼에서 나온 송도의 호텔 바,매일 18시 - 23시,정보없음,연중무휴,인천광역시 연수구 컨벤시아대로 153,37.390135,126.645467,0328351713,20221118
3782,movie,리틀포레스트,한밤마을,playground,리틀 포레스트 가을 장면에 등장하는 돌담길,매일 00시 - 24시,정보없음,연중무휴,경상북도 군위군 부계면 한티로 2137-3,36.059254,128.65493,0543830061,20221118
3783,movie,리틀포레스트,역전상회,store,리틀 포레스트 예고편에도 등장하는 역전상회,매일 06시 - 21시,정보없음,연중무휴,경상북도 군위군 산성면 산성가음로 714,36.126985,128.695893,0543823018,20221118
3784,movie,리틀포레스트,일연공원,playground,리틀 포레스트에 나온 조용한 소풍장소,매일 00시 - 24시,정보없음,연중무휴,경상북도 군위군 삼국유사면 화북3길 3-24,36.1184468,128.788321,0543806548,20221118
3785,movie,리틀포레스트,영화[리틀포레스트]촬영지,playground,영화 리틀 포레스트에 나오는 혜원의 집 촬영지,매일 00시 - 24시,정보없음,연중무휴,경상북도 군위군 우보면 미성5길 58-1,36.179749,128.664579,0543806770,20221118
3786,movie,리틀포레스트,미성리 마을 보호수 나무,playground,영화 리틀 포레스트 들판에 있는 보호수 나무,매일 00시 - 24시,정보없음,연중무휴,경상북도 군위군 우보면 미성리 580-2,36.176256,128.66904,0543806770,20221118
3787,movie,리틀포레스트,고운사,playground,리틀 포레스트에서 봤던 장면이 그대로 보이는 절,매일 00시 - 24시,정보없음,연중무휴,경상북도 의성군 단촌면 고운사길 415,36.458063,128.750255,0548332324,20221118
3788,movie,리틀포레스트,의성 산수유 꽃피는 마을,playground,리틀포레스트에서 고향에 온 혜원이 자전거를 탄 곳,매일 00시 - 24시,정보없음,연중무휴,경상북도 의성군 사곡면 산수유2길 2,36.287005,128.770428,0548343398,20221118
3789,movie,리틀포레스트,빙계계곡,playground,리틀 포레스트 촬영지이자 피서지로 좋은 계곡,매일 00시 - 24시,정보없음,연중무휴,경상북도 의성군 춘산면 빙계리 896,36.229264,128.758864,0548306952,20221118
3831,movie,마더,매축지마을,playground,옛 70년대의 모습을 고이 간직한 오래된 마을,매일 00시 - 24시,정보없음,연중무휴,부산광역시 동구 좌천동,35.132098,129.055588,0514406265,20221118
3832,movie,마더,신두리 해수욕장,playground,오프닝에서 김혜자가 춤을 추던 억새 만발한 곳,매일 00시 - 24시,정보없음,연중무휴,충청남도 태안군 원북면 신두해변길 201-54,36.845289,126.196708,0416702114,20221118
3903,movie,마이 파더,김포국제공항,playground,제임스 박(다니엘 헤니)은 이곳에서 미국에 있는 양부모에게 가기 위한 비행기를 탄다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강서구 하늘길 112,37.558655,126.79228,16612626,20221125
4594,movie,명량,고양아쿠아특수촬영스튜디오,playground,명량에서 이순신과 일본 적장의 대결이 펼쳐진 곳,매일 00시 - 24시,정보없음,연중무휴,경기도 고양시 덕양구 통일로396번길 250,37.674218,126.900457,0319607854,20221118
4595,movie,명량,남양주 종합촬영소,playground,명량의 촬영지이자 한국을 대표하는 영상지원센터,"하절기 평일 10시 - 17시, 동절기 평일 10시 - 16시",정보없음,주말,경기도 남양주시 조안면 북한강로855번길 138,37.60466,127.320173,0315790642,20221118
4596,movie,명량,발포항 공원,playground,명량에서 거북선에 불을 지르는 장면을 촬영한 곳,매일 00시 - 24시,정보없음,연중무휴,전라남도 고흥군 도화면 발포리 547-45,34.484151,127.339904,0618306559,20221118
4597,movie,명량,광양항 해양공원,playground,명량의 촬영지이자 이순신대교가 보이는 곳,매일 00시 - 24시,정보없음,연중무휴,전라남도 광양시 중동 1894,34.92067,127.693677,0617972114,20221118
4598,movie,명량,완도 수목원,playground,명량에서 왜구를 피해 피신하는 동백 숲 전경,"매일 09시 - 18시, 11-2월 매일 09시 - 17시",정보없음,1번째 월요일,전라남도 완도군 군외면 초평1길 156,34.360664,126.664426,0615521544,20221118
4599,movie,명량,청해포구촬영장,playground,"명량 저잣거리, 선착장 전투 장면 촬영지",매일 08시 - 17시 30분,정보없음,연중무휴,전라남도 완도군 완도읍 청해진서로 1161-8,34.324269,126.670664,0615554500,20221118
4600,movie,명량,울돌목,playground,이순신이 명량대첩을 승리로 이끈 역사적 장소,매일 00시 - 24시,정보없음,연중무휴,전라남도 진도군 군내면 녹진리,34.572846,126.303312,0615403405,20221118
4601,movie,명량,우수영국민관광지,playground,영화 명량 촬영지이자 명량대첩 기념지,매일 09시 - 18시,정보없음,연중무휴,전라남도 해남군 문내면 학동리 1021,34.572493,126.309503,0615305541,20221118
4602,movie,명량,궁항 전라좌수영,playground,영화 명량과 KBS 드라마 이순신의 세트장,매일 00시 - 24시,정보없음,연중무휴,전라북도 부안군 변산면 궁항영상길 91,35.609973,126.465986,0635804224,20221118
5102,movie,밀양,밀양남부교회,playground,밀양 영화 속 전도연이 다니던 교회,매일 00시 - 24시,정보없음,연중무휴,경상남도 밀양시 가곡 8길 20,35.47441,128.764994,07042212379,20221118
5103,movie,밀양,길벗,restaurant,전도연이 송강호에게 속물이라 놀리는 장면,"일-금 10시 - 18시, 토 10시 - 21시",정보없음,연중무휴,경상남도 밀양시 단장면 표충로 1166,35.529101,128.939597,0553524982,20221118
5104,movie,밀양,기회송림공원야영장,playground,신도들의 집회 장소로 나온 곳,매일 00시 - 24시,정보없음,연중무휴,경상남도 밀양시 산외면 남기리 838-3,35.51112,128.774889,0553596630,20221118
5105,movie,밀양,카페 밀양,cafe,"밀양 영화 세트장으로 송강호, 전도연방 있는 곳","평일 09시 - 18시, 토 12시 - 18시",정보없음,일요일,경상남도 밀양시 중앙로 118-5,35.476561,128.765843,0553539860,20221118
5106,movie,밀양,밀양역,station,전도연이 교회 신도들과 함께 노래 선교를 하던 곳,매일 00시 - 24시,정보없음,연중무휴,경상남도 밀양시 중앙로 62,35.47456,128.771186,15447788,20221118
5185,movie,반창꼬,횡성집,restaurant,한효주와 고수가 고기를 먹은 곳,매일 15시 - 23시,정보없음,연중무휴,경기도 구리시 안골로63번길 28-15,37.59892,127.139238,050713780932,20221118
5186,movie,반창꼬,욕쟁이할머니포차,restaurant,"고수, 한효주가 술 마시러 간 곳",매일 17시 - (익일) 02시,정보없음,연중무휴,서울특별시 강남구 선릉로132길 3-3 지하1층,37.518196,127.041331,0234432790,20221118
5187,movie,반창꼬,잠수교,playground,한효주가 자살소동을 벌이는 장면,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동,37.514658,126.996412,0221557626,20221118
5188,movie,반창꼬,모항해수욕장,playground,한효주와 고수가 바닷가 데이트 한 장소,매일 00시 - 24시,정보없음,연중무휴,전라북도 부안군 변산면 도청리 203-45,35.581607,126.507864,0635804738,20221118
5189,movie,반창꼬,커피하룸,cafe,한효주가 고수를 기다리는 곳,수-월 11시 - 23시,정보없음,화요일,전라북도 전주시 완산구 봉곡로 113,35.811255,127.106292,0632262655,20221118
5971,movie,버닝,신륵사 국민관광지,playground,유아인이 전종서를 찾으러 간 오곡나루 축제장,매일 00시 - 24시,정보없음,연중무휴,경기도 여주군 여주읍 신륵사길 73,37.29756,127.66147,0318849300,20221118
5972,movie,버닝,삼오곱창,restaurant,버닝의 주연들이 첫 술자리를 가진 곱창집,매일 17시 - (익일) 05시,정보없음,연중무휴,서울특별시 도봉구 도봉동 도봉로165길 4,37.677575,127.044645,050713438990,20221118
5973,movie,버닝,찰리카페사진관,playground,스티븐 연이 전종서의 손금을 봐주던 카페,"평일 13시 - 18시, 주말 12시- 18시",정보없음,연중무휴,서울특별시 서초구 동광로49길 88,37.496646,127.000556,050713501036,20221118
5974,movie,버닝,N서울타워,playground,전종서의 방 안에서 늘 바라보이던 상징적 건물,"전망대 매일 11시 - 22시, 더플다이닝 매일 12시 - 22시",정보없음,연중무휴,서울특별시 용산구 남산공원길 105,37.551168,126.98824,0234559277,20221118
5975,movie,버닝,가나아트센터,playground,유아인이 스티븐 연을 미행한 미술 갤러리,화-일 10시 - 19시,정보없음,월요일,서울특별시 종로구 평창30길 28,37.612202,126.975132,027201020,20221118
5985,movie,베테랑,아난티 클럽 서울,playground,영화 초반 유아인과 황정민이 처음 본 곳,매일 00시 - 24시,정보없음,연중무휴,경기도 가평군 설악면 유명로 961-34,37.619609,127.48216,0315893000,20221118
5986,movie,베테랑,부산 신선대,playground,베테랑 초반 나온 항만의 부두,매일 00시 - 24시,정보없음,연중무휴,부산광역시 남구 용당동,35.109591,129.097843,0516076805,20221118
5987,movie,베테랑,스테이트 타워 남산,playground,영화 후반 유아인이 마지막 파티를 한 곳,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 퇴계로 100,37.560342,126.98297,0260205500,20221118
